Wavelength (m) ,E_ph (J),a0v,a5v,f5v,g0v,g5v,k0v,k5v,m0v,m5v
6.020E-07,3.300E-19,2.716E-02,2.922E-02,3.254E-02,3.329E-02,3.388E-02,3.890E-02,4.220E-02,4.842E-02,3.703E-02
6.030E-07,3.294E-19,2.704E-02,2.914E-02,3.272E-02,3.332E-02,3.382E-02,3.897E-02,4.260E-02,4.951E-02,3.749E-02
6.040E-07,3.289E-19,2.691E-02,2.905E-02,3.290E-02,3.334E-02,3.375E-02,3.904E-02,4.299E-02,5.060E-02,3.796E-02
6.050E-07,3.283E-19,2.676E-02,2.908E-02,3.272E-02,3.337E-02,3.407E-02,3.961E-02,4.321E-02,5.101E-02,3.874E-02
6.060E-07,3.278E-19,2.663E-02,2.910E-02,3.253E-02,3.339E-02,3.440E-02,4.017E-02,4.344E-02,5.142E-02,3.953E-02
6.070E-07,3.273E-19,2.650E-02,2.905E-02,3.259E-02,3.352E-02,3.405E-02,3.982E-02,4.334E-02,5.077E-02,3.878E-02
6.080E-07,3.267E-19,2.636E-02,2.900E-02,3.265E-02,3.365E-02,3.369E-02,3.946E-02,4.324E-02,5.011E-02,3.804E-02
6.090E-07,3.262E-19,2.623E-02,2.849E-02,3.239E-02,3.355E-02,3.394E-02,3.914E-02,4.270E-02,4.933E-02,3.968E-02
6.100E-07,3.256E-19,2.610E-02,2.798E-02,3.214E-02,3.346E-02,3.419E-02,3.882E-02,4.215E-02,4.855E-02,4.131E-02
6.110E-07,3.251E-19,2.597E-02,2.816E-02,3.211E-02,3.303E-02,3.407E-02,3.859E-02,4.137E-02,4.760E-02,4.023E-02
6.120E-07,3.246E-19,2.584E-02,2.834E-02,3.207E-02,3.259E-02,3.396E-02,3.836E-02,4.060E-02,4.664E-02,3.914E-02
6.130E-07,3.241E-19,2.570E-02,2.762E-02,3.166E-02,3.231E-02,3.343E-02,3.827E-02,3.938E-02,4.785E-02,3.852E-02
6.140E-07,3.235E-19,2.556E-02,2.690E-02,3.125E-02,3.203E-02,3.289E-02,3.819E-02,3.817E-02,4.905E-02,3.789E-02
6.150E-07,3.230E-19,2.534E-02,2.689E-02,3.085E-02,3.197E-02,3.237E-02,3.747E-02,3.796E-02,4.710E-02,3.339E-02
6.160E-07,3.225E-19,2.515E-02,2.688E-02,3.044E-02,3.191E-02,3.184E-02,3.675E-02,3.775E-02,4.516E-02,2.890E-02
6.170E-07,3.220E-19,2.517E-02,2.681E-02,3.042E-02,3.197E-02,3.204E-02,3.696E-02,3.857E-02,4.483E-02,2.690E-02
6.180E-07,3.214E-19,2.507E-02,2.674E-02,3.039E-02,3.202E-02,3.224E-02,3.718E-02,3.940E-02,4.451E-02,2.490E-02
6.190E-07,3.209E-19,2.496E-02,2.681E-02,3.063E-02,3.210E-02,3.243E-02,3.782E-02,4.030E-02,4.543E-02,2.453E-02
6.200E-07,3.204E-19,2.484E-02,2.687E-02,3.088E-02,3.219E-02,3.263E-02,3.847E-02,4.121E-02,4.636E-02,2.417E-02
6.210E-07,3.199E-19,2.472E-02,2.674E-02,3.081E-02,3.204E-02,3.276E-02,3.813E-02,4.087E-02,4.522E-02,2.397E-02
6.220E-07,3.194E-19,2.460E-02,2.660E-02,3.074E-02,3.190E-02,3.288E-02,3.779E-02,4.054E-02,4.409E-02,2.377E-02
6.230E-07,3.189E-19,2.445E-02,2.619E-02,3.056E-02,3.169E-02,3.256E-02,3.757E-02,3.990E-02,4.341E-02,2.440E-02
6.240E-07,3.183E-19,2.427E-02,2.578E-02,3.037E-02,3.149E-02,3.224E-02,3.735E-02,3.925E-02,4.273E-02,2.503E-02
6.250E-07,3.178E-19,2.414E-02,2.544E-02,3.033E-02,3.146E-02,3.210E-02,3.751E-02,3.948E-02,4.319E-02,2.629E-02
6.260E-07,3.173E-19,2.410E-02,2.510E-02,3.029E-02,3.143E-02,3.195E-02,3.768E-02,3.971E-02,4.364E-02,2.755E-02
6.270E-07,3.168E-19,2.400E-02,2.486E-02,3.029E-02,3.150E-02,3.195E-02,3.760E-02,3.910E-02,4.448E-02,2.951E-02
6.280E-07,3.163E-19,2.388E-02,2.461E-02,3.029E-02,3.157E-02,3.194E-02,3.752E-02,3.849E-02,4.533E-02,3.147E-02
6.290E-07,3.158E-19,2.376E-02,2.481E-02,3.027E-02,3.154E-02,3.197E-02,3.774E-02,3.903E-02,4.614E-02,3.345E-02
6.300E-07,3.153E-19,2.364E-02,2.501E-02,3.024E-02,3.151E-02,3.199E-02,3.795E-02,3.957E-02,4.696E-02,3.543E-02
6.310E-07,3.148E-19,2.351E-02,2.510E-02,2.994E-02,3.153E-02,3.184E-02,3.796E-02,3.992E-02,4.761E-02,3.998E-02
6.320E-07,3.143E-19,2.339E-02,2.519E-02,2.964E-02,3.155E-02,3.168E-02,3.796E-02,4.027E-02,4.826E-02,4.454E-02
6.330E-07,3.138E-19,2.329E-02,2.503E-02,2.956E-02,3.168E-02,3.170E-02,3.786E-02,4.089E-02,4.873E-02,4.588E-02
6.340E-07,3.133E-19,2.311E-02,2.486E-02,2.948E-02,3.180E-02,3.173E-02,3.775E-02,4.151E-02,4.919E-02,4.721E-02
6.350E-07,3.128E-19,2.290E-02,2.467E-02,2.937E-02,3.172E-02,3.170E-02,3.769E-02,4.105E-02,4.914E-02,4.649E-02
6.360E-07,3.123E-19,2.293E-02,2.448E-02,2.927E-02,3.165E-02,3.166E-02,3.763E-02,4.059E-02,4.910E-02,4.577E-02
6.370E-07,3.118E-19,2.274E-02,2.442E-02,2.923E-02,3.158E-02,3.182E-02,3.775E-02,4.110E-02,4.826E-02,4.534E-02
6.380E-07,3.114E-19,2.266E-02,2.435E-02,2.919E-02,3.151E-02,3.198E-02,3.788E-02,4.160E-02,4.741E-02,4.490E-02
6.390E-07,3.109E-19,2.260E-02,2.446E-02,2.890E-02,3.145E-02,3.189E-02,3.733E-02,4.178E-02,4.758E-02,4.807E-02
6.400E-07,3.104E-19,2.250E-02,2.458E-02,2.860E-02,3.139E-02,3.181E-02,3.678E-02,4.197E-02,4.775E-02,5.124E-02
6.410E-07,3.099E-19,2.237E-02,2.442E-02,2.852E-02,3.133E-02,3.156E-02,3.674E-02,4.209E-02,4.894E-02,5.288E-02
6.420E-07,3.094E-19,2.225E-02,2.426E-02,2.843E-02,3.127E-02,3.132E-02,3.671E-02,4.222E-02,5.012E-02,5.451E-02
6.430E-07,3.089E-19,2.215E-02,2.431E-02,2.848E-02,3.118E-02,3.151E-02,3.710E-02,4.208E-02,5.036E-02,5.586E-02
6.440E-07,3.085E-19,2.203E-02,2.437E-02,2.854E-02,3.108E-02,3.171E-02,3.750E-02,4.193E-02,5.060E-02,5.720E-02
6.450E-07,3.080E-19,2.188E-02,2.385E-02,2.835E-02,3.092E-02,3.142E-02,3.728E-02,4.203E-02,5.082E-02,5.961E-02
6.460E-07,3.075E-19,2.172E-02,2.333E-02,2.815E-02,3.076E-02,3.114E-02,3.706E-02,4.212E-02,5.104E-02,6.201E-02
6.470E-07,3.070E-19,2.168E-02,2.353E-02,2.786E-02,3.071E-02,3.095E-02,3.703E-02,4.170E-02,5.098E-02,6.230E-02
6.480E-07,3.065E-19,2.155E-02,2.374E-02,2.756E-02,3.067E-02,3.076E-02,3.701E-02,4.128E-02,5.093E-02,6.258E-02
6.490E-07,3.061E-19,2.139E-02,2.351E-02,2.761E-02,3.068E-02,3.088E-02,3.691E-02,4.094E-02,5.129E-02,6.352E-02
6.500E-07,3.056E-19,2.122E-02,2.327E-02,2.765E-02,3.069E-02,3.099E-02,3.681E-02,4.060E-02,5.165E-02,6.446E-02
6.510E-07,3.051E-19,2.102E-02,2.258E-02,2.768E-02,3.009E-02,3.113E-02,3.697E-02,4.133E-02,5.290E-02,6.806E-02
6.520E-07,3.047E-19,2.071E-02,2.189E-02,2.772E-02,2.949E-02,3.127E-02,3.713E-02,4.206E-02,5.414E-02,7.167E-02
6.530E-07,3.042E-19,2.023E-02,2.077E-02,2.730E-02,2.863E-02,3.123E-02,3.724E-02,4.265E-02,5.458E-02,7.313E-02
6.540E-07,3.037E-19,1.929E-02,1.966E-02,2.688E-02,2.777E-02,3.118E-02,3.735E-02,4.324E-02,5.501E-02,7.459E-02
6.550E-07,3.033E-19,1.720E-02,1.951E-02,2.570E-02,2.781E-02,3.024E-02,3.685E-02,4.287E-02,5.447E-02,7.182E-02
6.560E-07,3.028E-19,1.379E-02,1.937E-02,2.452E-02,2.785E-02,2.930E-02,3.635E-02,4.251E-02,5.392E-02,6.905E-02
6.570E-07,3.024E-19,1.409E-02,2.056E-02,2.458E-02,2.830E-02,2.929E-02,3.616E-02,4.253E-02,5.380E-02,6.731E-02
6.580E-07,3.019E-19,1.729E-02,2.175E-02,2.463E-02,2.875E-02,2.928E-02,3.597E-02,4.256E-02,5.368E-02,6.556E-02
6.590E-07,3.014E-19,1.895E-02,2.236E-02,2.589E-02,2.900E-02,3.011E-02,3.666E-02,4.284E-02,5.435E-02,6.315E-02
6.600E-07,3.010E-19,1.967E-02,2.297E-02,2.715E-02,2.924E-02,3.095E-02,3.736E-02,4.312E-02,5.502E-02,6.074E-02
6.610E-07,3.005E-19,1.992E-02,2.286E-02,2.716E-02,2.933E-02,3.103E-02,3.732E-02,4.309E-02,5.484E-02,5.741E-02
6.620E-07,3.001E-19,2.001E-02,2.275E-02,2.716E-02,2.941E-02,3.111E-02,3.729E-02,4.306E-02,5.467E-02,5.408E-02
6.630E-07,2.996E-19,2.001E-02,2.261E-02,2.708E-02,2.941E-02,3.107E-02,3.706E-02,4.230E-02,5.458E-02,5.216E-02
6.640E-07,2.992E-19,1.998E-02,2.248E-02,2.700E-02,2.941E-02,3.103E-02,3.684E-02,4.154E-02,5.449E-02,5.024E-02
6.650E-07,2.987E-19,1.991E-02,2.254E-02,2.698E-02,2.936E-02,3.081E-02,3.669E-02,4.149E-02,5.384E-02,4.876E-02
6.660E-07,2.983E-19,1.984E-02,2.261E-02,2.696E-02,2.931E-02,3.059E-02,3.654E-02,4.144E-02,5.320E-02,4.729E-02
6.670E-07,2.978E-19,1.977E-02,2.291E-02,2.693E-02,2.935E-02,3.067E-02,3.662E-02,4.168E-02,5.249E-02,4.565E-02
6.680E-07,2.974E-19,1.968E-02,2.321E-02,2.690E-02,2.938E-02,3.075E-02,3.669E-02,4.192E-02,5.178E-02,4.401E-02
6.690E-07,2.969E-19,1.961E-02,2.299E-02,2.672E-02,2.940E-02,3.063E-02,3.632E-02,4.159E-02,5.133E-02,4.260E-02
6.700E-07,2.965E-19,1.953E-02,2.276E-02,2.654E-02,2.943E-02,3.050E-02,3.595E-02,4.127E-02,5.089E-02,4.119E-02
6.710E-07,2.960E-19,1.945E-02,2.258E-02,2.645E-02,2.936E-02,3.031E-02,3.591E-02,4.089E-02,5.056E-02,3.995E-02
6.720E-07,2.956E-19,1.935E-02,2.240E-02,2.636E-02,2.930E-02,3.012E-02,3.586E-02,4.051E-02,5.022E-02,3.870E-02
6.730E-07,2.952E-19,1.926E-02,2.233E-02,2.622E-02,2.925E-02,3.024E-02,3.579E-02,4.077E-02,4.993E-02,3.865E-02
6.740E-07,2.947E-19,1.919E-02,2.227E-02,2.608E-02,2.920E-02,3.035E-02,3.572E-02,4.103E-02,4.965E-02,3.860E-02
6.750E-07,2.943E-19,1.910E-02,2.234E-02,2.609E-02,2.915E-02,3.030E-02,3.517E-02,4.081E-02,4.922E-02,3.908E-02
6.760E-07,2.939E-19,1.901E-02,2.242E-02,2.610E-02,2.910E-02,3.025E-02,3.462E-02,4.059E-02,4.879E-02,3.957E-02
6.770E-07,2.934E-19,1.893E-02,2.250E-02,2.605E-02,2.922E-02,3.046E-02,3.491E-02,4.057E-02,4.831E-02,3.852E-02
6.780E-07,2.930E-19,1.885E-02,2.258E-02,2.601E-02,2.934E-02,3.067E-02,3.521E-02,4.055E-02,4.782E-02,3.747E-02
6.790E-07,2.926E-19,1.876E-02,2.241E-02,2.598E-02,2.943E-02,3.036E-02,3.517E-02,4.057E-02,4.734E-02,3.788E-02
6.800E-07,2.921E-19,1.868E-02,2.223E-02,2.596E-02,2.952E-02,3.006E-02,3.512E-02,4.060E-02,4.686E-02,3.828E-02
6.810E-07,2.917E-19,1.860E-02,2.199E-02,2.583E-02,2.965E-02,3.011E-02,3.532E-02,4.036E-02,4.707E-02,3.891E-02
6.820E-07,2.913E-19,1.851E-02,2.174E-02,2.571E-02,2.978E-02,3.017E-02,3.551E-02,4.012E-02,4.728E-02,3.954E-02
6.830E-07,2.908E-19,1.842E-02,2.202E-02,2.609E-02,2.969E-02,3.062E-02,3.561E-02,4.019E-02,4.771E-02,3.860E-02
6.840E-07,2.904E-19,1.834E-02,2.229E-02,2.648E-02,2.960E-02,3.108E-02,3.571E-02,4.027E-02,4.814E-02,3.766E-02
6.850E-07,2.900E-19,1.826E-02,2.156E-02,2.586E-02,2.912E-02,3.016E-02,3.492E-02,3.907E-02,4.708E-02,3.873E-02
6.860E-07,2.896E-19,1.817E-02,2.083E-02,2.525E-02,2.863E-02,2.925E-02,3.413E-02,3.788E-02,4.602E-02,3.981E-02
6.870E-07,2.891E-19,1.809E-02,2.068E-02,2.477E-02,2.869E-02,2.889E-02,3.354E-02,3.738E-02,4.507E-02,3.916E-02
6.880E-07,2.887E-19,1.801E-02,2.054E-02,2.429E-02,2.875E-02,2.853E-02,3.295E-02,3.688E-02,4.411E-02,3.851E-02
6.890E-07,2.883E-19,1.793E-02,2.099E-02,2.449E-02,2.896E-02,2.881E-02,3.306E-02,3.778E-02,4.558E-02,4.093E-02
6.900E-07,2.879E-19,1.785E-02,2.143E-02,2.470E-02,2.918E-02,2.910E-02,3.318E-02,3.868E-02,4.704E-02,4.335E-02
6.910E-07,2.875E-19,1.777E-02,2.151E-02,2.472E-02,2.882E-02,2.940E-02,3.330E-02,3.891E-02,4.808E-02,4.644E-02
6.920E-07,2.871E-19,1.769E-02,2.158E-02,2.474E-02,2.846E-02,2.969E-02,3.343E-02,3.913E-02,4.911E-02,4.954E-02
6.930E-07,2.866E-19,1.761E-02,2.125E-02,2.468E-02,2.829E-02,2.922E-02,3.363E-02,3.971E-02,5.008E-02,5.288E-02
6.940E-07,2.862E-19,1.753E-02,2.092E-02,2.462E-02,2.811E-02,2.875E-02,3.383E-02,4.029E-02,5.104E-02,5.622E-02
6.950E-07,2.858E-19,1.745E-02,2.069E-02,2.465E-02,2.808E-02,2.895E-02,3.393E-02,4.038E-02,5.193E-02,5.693E-02
6.960E-07,2.854E-19,1.738E-02,2.045E-02,2.468E-02,2.804E-02,2.915E-02,3.403E-02,4.048E-02,5.281E-02,5.764E-02
6.970E-07,2.850E-19,1.730E-02,2.019E-02,2.459E-02,2.783E-02,2.901E-02,3.376E-02,4.028E-02,5.233E-02,6.080E-02
6.980E-07,2.846E-19,1.722E-02,1.993E-02,2.450E-02,2.761E-02,2.887E-02,3.349E-02,4.008E-02,5.184E-02,6.397E-02
6.990E-07,2.842E-19,1.715E-02,1.963E-02,2.435E-02,2.751E-02,2.869E-02,3.353E-02,3.948E-02,5.237E-02,6.560E-02
7.000E-07,2.838E-19,1.706E-02,1.934E-02,2.420E-02,2.741E-02,2.850E-02,3.357E-02,3.888E-02,5.290E-02,6.723E-02
7.010E-07,2.834E-19,1.698E-02,1.946E-02,2.415E-02,2.740E-02,2.839E-02,3.333E-02,3.916E-02,5.366E-02,7.066E-02
7.020E-07,2.830E-19,1.691E-02,1.957E-02,2.409E-02,2.739E-02,2.827E-02,3.309E-02,3.945E-02,5.442E-02,7.409E-02
7.030E-07,2.826E-19,1.684E-02,1.954E-02,2.394E-02,2.733E-02,2.824E-02,3.327E-02,3.999E-02,5.544E-02,7.334E-02
7.040E-07,2.822E-19,1.677E-02,1.951E-02,2.379E-02,2.728E-02,2.820E-02,3.346E-02,4.053E-02,5.647E-02,7.259E-02
7.050E-07,2.818E-19,1.670E-02,1.945E-02,2.369E-02,2.723E-02,2.807E-02,3.368E-02,4.072E-02,5.616E-02,6.881E-02
7.060E-07,2.814E-19,1.662E-02,1.939E-02,2.359E-02,2.719E-02,2.793E-02,3.390E-02,4.090E-02,5.585E-02,6.504E-02
7.070E-07,2.810E-19,1.655E-02,1.921E-02,2.357E-02,2.706E-02,2.782E-02,3.381E-02,4.029E-02,5.507E-02,6.008E-02
7.080E-07,2.806E-19,1.648E-02,1.902E-02,2.355E-02,2.692E-02,2.771E-02,3.373E-02,3.967E-02,5.428E-02,5.512E-02
7.090E-07,2.802E-19,1.641E-02,1.905E-02,2.343E-02,2.684E-02,2.777E-02,3.355E-02,3.996E-02,5.386E-02,5.256E-02
7.100E-07,2.798E-19,1.633E-02,1.908E-02,2.331E-02,2.675E-02,2.783E-02,3.338E-02,4.025E-02,5.344E-02,5.001E-02
7.110E-07,2.794E-19,1.621E-02,1.905E-02,2.322E-02,2.664E-02,2.776E-02,3.311E-02,3.999E-02,5.261E-02,4.924E-02
7.120E-07,2.790E-19,1.612E-02,1.901E-02,2.313E-02,2.654E-02,2.768E-02,3.284E-02,3.973E-02,5.177E-02,4.847E-02
7.130E-07,2.786E-19,1.611E-02,1.895E-02,2.307E-02,2.595E-02,2.748E-02,3.264E-02,3.946E-02,5.112E-02,4.608E-02
7.140E-07,2.782E-19,1.604E-02,1.889E-02,2.300E-02,2.537E-02,2.729E-02,3.244E-02,3.919E-02,5.047E-02,4.368E-02
7.150E-07,2.778E-19,1.597E-02,1.885E-02,2.342E-02,2.461E-02,2.735E-02,3.322E-02,3.950E-02,5.160E-02,4.585E-02
7.160E-07,2.774E-19,1.590E-02,1.880E-02,2.384E-02,2.386E-02,2.741E-02,3.399E-02,3.981E-02,5.273E-02,4.802E-02
7.170E-07,2.770E-19,1.583E-02,1.851E-02,2.372E-02,2.406E-02,2.672E-02,3.409E-02,3.953E-02,5.345E-02,5.003E-02
7.180E-07,2.767E-19,1.577E-02,1.822E-02,2.360E-02,2.426E-02,2.602E-02,3.419E-02,3.924E-02,5.417E-02,5.203E-02
7.190E-07,2.763E-19,1.569E-02,1.836E-02,2.313E-02,2.490E-02,2.530E-02,3.329E-02,3.859E-02,5.298E-02,5.356E-02
7.200E-07,2.759E-19,1.563E-02,1.850E-02,2.266E-02,2.555E-02,2.458E-02,3.240E-02,3.793E-02,5.178E-02,5.509E-02
7.210E-07,2.755E-19,1.556E-02,1.827E-02,2.265E-02,2.538E-02,2.553E-02,3.253E-02,3.782E-02,5.243E-02,5.808E-02
7.220E-07,2.751E-19,1.549E-02,1.804E-02,2.264E-02,2.521E-02,2.647E-02,3.266E-02,3.770E-02,5.308E-02,6.108E-02
7.230E-07,2.748E-19,1.542E-02,1.789E-02,2.256E-02,2.488E-02,2.642E-02,3.278E-02,3.805E-02,5.388E-02,6.403E-02
7.240E-07,2.744E-19,1.536E-02,1.774E-02,2.248E-02,2.455E-02,2.637E-02,3.289E-02,3.841E-02,5.467E-02,6.698E-02
7.250E-07,2.740E-19,1.529E-02,1.780E-02,2.244E-02,2.468E-02,2.603E-02,3.267E-02,3.868E-02,5.473E-02,7.060E-02
7.260E-07,2.736E-19,1.523E-02,1.786E-02,2.239E-02,2.481E-02,2.568E-02,3.245E-02,3.896E-02,5.478E-02,7.423E-02
7.270E-07,2.732E-19,1.516E-02,1.790E-02,2.226E-02,2.493E-02,2.580E-02,3.238E-02,3.902E-02,5.537E-02,7.825E-02
7.280E-07,2.729E-19,1.510E-02,1.795E-02,2.213E-02,2.505E-02,2.591E-02,3.232E-02,3.908E-02,5.596E-02,8.227E-02
7.290E-07,2.725E-19,1.503E-02,1.792E-02,2.191E-02,2.526E-02,2.591E-02,3.201E-02,3.939E-02,5.672E-02,8.560E-02
7.300E-07,2.721E-19,1.497E-02,1.790E-02,2.170E-02,2.547E-02,2.590E-02,3.170E-02,3.970E-02,5.748E-02,8.892E-02
7.310E-07,2.717E-19,1.489E-02,1.788E-02,2.186E-02,2.560E-02,2.589E-02,3.178E-02,3.953E-02,5.710E-02,9.233E-02
7.320E-07,2.714E-19,1.484E-02,1.785E-02,2.203E-02,2.572E-02,2.588E-02,3.186E-02,3.936E-02,5.671E-02,9.574E-02
7.330E-07,2.710E-19,1.478E-02,1.746E-02,2.183E-02,2.554E-02,2.602E-02,3.183E-02,3.936E-02,5.674E-02,9.743E-02
7.340E-07,2.706E-19,1.472E-02,1.707E-02,2.163E-02,2.536E-02,2.617E-02,3.179E-02,3.935E-02,5.678E-02,9.911E-02
7.350E-07,2.703E-19,1.466E-02,1.704E-02,2.170E-02,2.513E-02,2.615E-02,3.169E-02,3.883E-02,5.696E-02,1.017E-01
7.360E-07,2.699E-19,1.459E-02,1.701E-02,2.177E-02,2.489E-02,2.613E-02,3.160E-02,3.832E-02,5.715E-02,1.042E-01
7.370E-07,2.695E-19,1.453E-02,1.689E-02,2.171E-02,2.475E-02,2.587E-02,3.161E-02,3.854E-02,5.752E-02,1.066E-01
7.380E-07,2.692E-19,1.447E-02,1.677E-02,2.165E-02,2.460E-02,2.562E-02,3.163E-02,3.876E-02,5.789E-02,1.091E-01
7.390E-07,2.688E-19,1.440E-02,1.689E-02,2.152E-02,2.449E-02,2.557E-02,3.165E-02,3.888E-02,5.790E-02,1.094E-01
7.400E-07,2.684E-19,1.434E-02,1.700E-02,2.140E-02,2.438E-02,2.552E-02,3.166E-02,3.900E-02,5.791E-02,1.097E-01
7.410E-07,2.681E-19,1.428E-02,1.706E-02,2.133E-02,2.442E-02,2.548E-02,3.175E-02,3.929E-02,5.802E-02,1.104E-01
7.420E-07,2.677E-19,1.421E-02,1.713E-02,2.126E-02,2.445E-02,2.545E-02,3.183E-02,3.958E-02,5.812E-02,1.111E-01
7.430E-07,2.674E-19,1.415E-02,1.691E-02,2.134E-02,2.445E-02,2.553E-02,3.182E-02,3.966E-02,5.826E-02,1.117E-01
7.440E-07,2.670E-19,1.409E-02,1.669E-02,2.142E-02,2.444E-02,2.561E-02,3.180E-02,3.973E-02,5.840E-02,1.123E-01
7.450E-07,2.666E-19,1.403E-02,1.674E-02,2.131E-02,2.422E-02,2.572E-02,3.178E-02,4.000E-02,5.858E-02,1.138E-01
7.460E-07,2.663E-19,1.397E-02,1.680E-02,2.119E-02,2.399E-02,2.583E-02,3.175E-02,4.026E-02,5.875E-02,1.153E-01
7.470E-07,2.659E-19,1.389E-02,1.681E-02,2.122E-02,2.383E-02,2.557E-02,3.140E-02,4.005E-02,5.858E-02,1.163E-01
7.480E-07,2.656E-19,1.383E-02,1.681E-02,2.125E-02,2.367E-02,2.532E-02,3.105E-02,3.985E-02,5.840E-02,1.172E-01
7.490E-07,2.652E-19,1.379E-02,1.663E-02,2.113E-02,2.376E-02,2.517E-02,3.120E-02,3.981E-02,5.841E-02,1.171E-01
7.500E-07,2.649E-19,1.374E-02,1.644E-02,2.100E-02,2.386E-02,2.502E-02,3.136E-02,3.977E-02,5.843E-02,1.170E-01
7.510E-07,2.645E-19,1.369E-02,1.660E-02,2.085E-02,2.403E-02,2.483E-02,3.154E-02,3.971E-02,5.862E-02,1.180E-01
7.520E-07,2.642E-19,1.362E-02,1.675E-02,2.070E-02,2.420E-02,2.464E-02,3.172E-02,3.964E-02,5.881E-02,1.190E-01
7.530E-07,2.638E-19,1.358E-02,1.680E-02,2.047E-02,2.423E-02,2.477E-02,3.116E-02,3.965E-02,5.915E-02,1.206E-01
7.540E-07,2.635E-19,1.353E-02,1.685E-02,2.024E-02,2.426E-02,2.489E-02,3.059E-02,3.966E-02,5.949E-02,1.222E-01
7.550E-07,2.631E-19,1.347E-02,1.700E-02,2.008E-02,2.276E-02,2.472E-02,3.043E-02,3.927E-02,5.964E-02,1.219E-01
7.560E-07,2.628E-19,1.341E-02,1.716E-02,1.992E-02,2.126E-02,2.455E-02,3.026E-02,3.887E-02,5.980E-02,1.216E-01
7.570E-07,2.624E-19,1.336E-02,1.597E-02,2.028E-02,1.889E-02,2.555E-02,3.092E-02,3.858E-02,6.234E-02,1.152E-01
7.580E-07,2.621E-19,1.330E-02,1.479E-02,2.064E-02,1.652E-02,2.655E-02,3.159E-02,3.830E-02,6.488E-02,1.087E-01
7.590E-07,2.617E-19,1.324E-02,1.380E-02,1.948E-02,1.671E-02,2.449E-02,2.935E-02,3.648E-02,6.119E-02,1.037E-01
7.600E-07,2.614E-19,1.319E-02,1.282E-02,1.831E-02,1.690E-02,2.242E-02,2.712E-02,3.466E-02,5.750E-02,9.868E-02
7.610E-07,2.610E-19,1.314E-02,1.447E-02,1.796E-02,1.922E-02,2.166E-02,2.661E-02,3.473E-02,5.577E-02,1.025E-01
7.620E-07,2.607E-19,1.308E-02,1.612E-02,1.761E-02,2.154E-02,2.090E-02,2.610E-02,3.481E-02,5.403E-02,1.064E-01
7.630E-07,2.603E-19,1.303E-02,1.597E-02,1.845E-02,2.275E-02,2.212E-02,2.759E-02,3.598E-02,5.488E-02,9.704E-02
7.640E-07,2.600E-19,1.297E-02,1.583E-02,1.928E-02,2.395E-02,2.334E-02,2.908E-02,3.715E-02,5.573E-02,8.771E-02
7.650E-07,2.597E-19,1.292E-02,1.563E-02,1.936E-02,2.402E-02,2.320E-02,2.919E-02,3.751E-02,5.561E-02,8.364E-02
7.660E-07,2.593E-19,1.286E-02,1.542E-02,1.944E-02,2.409E-02,2.305E-02,2.930E-02,3.788E-02,5.550E-02,7.957E-02
7.670E-07,2.590E-19,1.280E-02,1.488E-02,1.913E-02,2.371E-02,2.275E-02,2.910E-02,3.720E-02,5.367E-02,7.380E-02
7.680E-07,2.587E-19,1.276E-02,1.434E-02,1.882E-02,2.333E-02,2.244E-02,2.889E-02,3.651E-02,5.184E-02,6.803E-02
7.690E-07,2.583E-19,1.271E-02,1.433E-02,1.932E-02,2.307E-02,2.303E-02,2.985E-02,3.765E-02,5.339E-02,7.165E-02
7.700E-07,2.580E-19,1.265E-02,1.431E-02,1.982E-02,2.280E-02,2.361E-02,3.081E-02,3.879E-02,5.494E-02,7.526E-02
7.710E-07,2.576E-19,1.259E-02,1.436E-02,1.986E-02,2.278E-02,2.387E-02,3.095E-02,3.829E-02,5.514E-02,7.983E-02
7.720E-07,2.573E-19,1.254E-02,1.440E-02,1.990E-02,2.276E-02,2.414E-02,3.108E-02,3.780E-02,5.533E-02,8.440E-02
7.730E-07,2.570E-19,1.250E-02,1.453E-02,1.987E-02,2.246E-02,2.377E-02,3.120E-02,3.818E-02,5.577E-02,8.454E-02
7.740E-07,2.566E-19,1.245E-02,1.465E-02,1.985E-02,2.216E-02,2.340E-02,3.131E-02,3.855E-02,5.621E-02,8.468E-02
7.750E-07,2.563E-19,1.239E-02,1.467E-02,1.974E-02,2.196E-02,2.335E-02,3.139E-02,3.861E-02,5.652E-02,8.379E-02
7.760E-07,2.560E-19,1.232E-02,1.470E-02,1.962E-02,2.175E-02,2.330E-02,3.146E-02,3.867E-02,5.683E-02,8.291E-02
7.770E-07,2.557E-19,1.213E-02,1.459E-02,1.977E-02,2.179E-02,2.330E-02,3.125E-02,3.864E-02,5.714E-02,8.477E-02
7.780E-07,2.553E-19,1.205E-02,1.449E-02,1.992E-02,2.182E-02,2.329E-02,3.103E-02,3.862E-02,5.745E-02,8.664E-02
7.790E-07,2.550E-19,1.216E-02,1.442E-02,1.998E-02,2.184E-02,2.349E-02,3.087E-02,3.859E-02,5.724E-02,8.735E-02
7.800E-07,2.547E-19,1.215E-02,1.435E-02,2.004E-02,2.186E-02,2.368E-02,3.070E-02,3.857E-02,5.703E-02,8.807E-02
7.810E-07,2.543E-19,1.210E-02,1.441E-02,1.985E-02,2.174E-02,2.361E-02,3.057E-02,3.893E-02,5.683E-02,8.897E-02
7.820E-07,2.540E-19,1.205E-02,1.448E-02,1.966E-02,2.163E-02,2.354E-02,3.044E-02,3.930E-02,5.662E-02,8.987E-02
