Wavelength (m) ,E_ph (J),a0v,a5v,f5v,g0v,g5v,k0v,k5v,m0v,m5v
9.640E-07,2.061E-19,7.247E-03,8.378E-03,1.223E-02,1.403E-02,1.532E-02,2.185E-02,3.013E-02,4.618E-02,9.575E-02
9.650E-07,2.058E-19,7.235E-03,8.716E-03,1.237E-02,1.463E-02,1.556E-02,2.216E-02,3.027E-02,4.605E-02,9.781E-02
9.660E-07,2.056E-19,7.200E-03,9.055E-03,1.251E-02,1.524E-02,1.580E-02,2.248E-02,3.040E-02,4.593E-02,9.988E-02
9.670E-07,2.054E-19,7.196E-03,9.207E-03,1.203E-02,1.551E-02,1.602E-02,2.285E-02,2.993E-02,4.622E-02,1.006E-01
9.680E-07,2.052E-19,7.194E-03,9.359E-03,1.154E-02,1.577E-02,1.625E-02,2.323E-02,2.947E-02,4.650E-02,1.012E-01
9.690E-07,2.050E-19,7.175E-03,9.030E-03,1.185E-02,1.544E-02,1.615E-02,2.244E-02,2.996E-02,4.645E-02,1.013E-01
9.700E-07,2.048E-19,7.155E-03,8.700E-03,1.216E-02,1.511E-02,1.606E-02,2.166E-02,3.046E-02,4.640E-02,1.014E-01
9.710E-07,2.046E-19,7.135E-03,8.666E-03,1.230E-02,1.480E-02,1.606E-02,2.142E-02,3.056E-02,4.621E-02,1.007E-01
9.720E-07,2.044E-19,7.112E-03,8.631E-03,1.244E-02,1.450E-02,1.605E-02,2.118E-02,3.066E-02,4.601E-02,9.989E-02
9.730E-07,2.042E-19,7.086E-03,8.800E-03,1.226E-02,1.440E-02,1.547E-02,2.146E-02,2.994E-02,4.643E-02,1.010E-01
9.740E-07,2.039E-19,7.060E-03,8.968E-03,1.208E-02,1.431E-02,1.489E-02,2.174E-02,2.921E-02,4.685E-02,1.021E-01
9.750E-07,2.037E-19,7.037E-03,8.761E-03,1.201E-02,1.429E-02,1.452E-02,2.187E-02,2.893E-02,4.612E-02,1.006E-01
9.760E-07,2.035E-19,7.015E-03,8.554E-03,1.194E-02,1.427E-02,1.415E-02,2.201E-02,2.865E-02,4.539E-02,9.899E-02
9.770E-07,2.033E-19,6.991E-03,8.557E-03,1.216E-02,1.423E-02,1.413E-02,2.174E-02,2.935E-02,4.573E-02,9.653E-02
9.780E-07,2.031E-19,6.966E-03,8.561E-03,1.239E-02,1.419E-02,1.411E-02,2.147E-02,3.006E-02,4.608E-02,9.407E-02
9.790E-07,2.029E-19,6.941E-03,8.483E-03,1.226E-02,1.404E-02,1.456E-02,2.168E-02,2.950E-02,4.594E-02,9.769E-02
9.800E-07,2.027E-19,6.917E-03,8.405E-03,1.213E-02,1.388E-02,1.502E-02,2.189E-02,2.894E-02,4.580E-02,1.013E-01
9.810E-07,2.025E-19,6.891E-03,8.594E-03,1.221E-02,1.383E-02,1.470E-02,2.143E-02,2.941E-02,4.632E-02,1.031E-01
9.820E-07,2.023E-19,6.864E-03,8.783E-03,1.230E-02,1.378E-02,1.437E-02,2.097E-02,2.989E-02,4.685E-02,1.049E-01
9.830E-07,2.021E-19,6.838E-03,8.633E-03,1.192E-02,1.376E-02,1.466E-02,2.116E-02,2.938E-02,4.647E-02,1.050E-01
9.840E-07,2.019E-19,6.814E-03,8.484E-03,1.154E-02,1.373E-02,1.496E-02,2.134E-02,2.887E-02,4.609E-02,1.051E-01
9.850E-07,2.017E-19,6.785E-03,8.490E-03,1.162E-02,1.365E-02,1.469E-02,2.092E-02,2.945E-02,4.583E-02,1.032E-01
9.860E-07,2.015E-19,6.756E-03,8.497E-03,1.170E-02,1.357E-02,1.442E-02,2.050E-02,3.003E-02,4.557E-02,1.013E-01
9.870E-07,2.013E-19,6.735E-03,8.295E-03,1.176E-02,1.359E-02,1.474E-02,2.055E-02,2.934E-02,4.564E-02,9.987E-02
9.880E-07,2.011E-19,6.708E-03,8.094E-03,1.182E-02,1.361E-02,1.505E-02,2.060E-02,2.865E-02,4.571E-02,9.840E-02
9.890E-07,2.009E-19,6.671E-03,8.045E-03,1.179E-02,1.360E-02,1.493E-02,2.075E-02,2.928E-02,4.550E-02,9.467E-02
9.900E-07,2.007E-19,6.649E-03,7.997E-03,1.175E-02,1.358E-02,1.481E-02,2.089E-02,2.991E-02,4.529E-02,9.094E-02
9.910E-07,2.004E-19,6.634E-03,8.252E-03,1.168E-02,1.350E-02,1.475E-02,2.119E-02,2.985E-02,4.526E-02,8.919E-02
9.920E-07,2.002E-19,6.610E-03,8.508E-03,1.160E-02,1.342E-02,1.470E-02,2.149E-02,2.979E-02,4.524E-02,8.744E-02
9.930E-07,2.000E-19,6.578E-03,8.347E-03,1.163E-02,1.350E-02,1.455E-02,2.093E-02,2.993E-02,4.531E-02,8.973E-02
9.940E-07,1.998E-19,6.549E-03,8.186E-03,1.165E-02,1.358E-02,1.440E-02,2.038E-02,3.008E-02,4.538E-02,9.202E-02
9.950E-07,1.996E-19,6.524E-03,7.977E-03,1.160E-02,1.368E-02,1.447E-02,2.039E-02,3.015E-02,4.543E-02,9.253E-02
9.960E-07,1.994E-19,6.493E-03,7.768E-03,1.156E-02,1.377E-02,1.453E-02,2.041E-02,3.022E-02,4.548E-02,9.305E-02
9.970E-07,1.992E-19,6.454E-03,7.937E-03,1.168E-02,1.372E-02,1.445E-02,2.065E-02,3.061E-02,4.531E-02,9.243E-02
9.980E-07,1.990E-19,6.406E-03,8.106E-03,1.181E-02,1.367E-02,1.438E-02,2.089E-02,3.100E-02,4.514E-02,9.181E-02
9.990E-07,1.988E-19,6.341E-03,8.156E-03,1.178E-02,1.363E-02,1.428E-02,2.090E-02,3.066E-02,4.512E-02,9.259E-02
1.000E-06,1.986E-19,6.253E-03,8.206E-03,1.175E-02,1.358E-02,1.418E-02,2.091E-02,3.031E-02,4.510E-02,9.338E-02
1.001E-06,1.984E-19,6.126E-03,7.507E-03,1.172E-02,1.354E-02,1.441E-02,2.124E-02,3.051E-02,4.556E-02,9.504E-02
1.002E-06,1.982E-19,5.920E-03,6.809E-03,1.169E-02,1.350E-02,1.465E-02,2.158E-02,3.071E-02,4.602E-02,9.671E-02
1.003E-06,1.981E-19,5.572E-03,6.929E-03,1.101E-02,1.341E-02,1.419E-02,2.106E-02,3.083E-02,4.554E-02,9.470E-02
1.004E-06,1.979E-19,5.068E-03,7.050E-03,1.032E-02,1.332E-02,1.373E-02,2.055E-02,3.095E-02,4.506E-02,9.269E-02
1.005E-06,1.977E-19,4.705E-03,7.221E-03,1.045E-02,1.332E-02,1.351E-02,2.038E-02,3.065E-02,4.543E-02,9.368E-02
1.006E-06,1.975E-19,4.856E-03,7.392E-03,1.057E-02,1.332E-02,1.328E-02,2.022E-02,3.035E-02,4.579E-02,9.467E-02
1.007E-06,1.973E-19,5.311E-03,7.729E-03,1.085E-02,1.335E-02,1.339E-02,2.064E-02,3.007E-02,4.482E-02,9.701E-02
1.008E-06,1.971E-19,5.681E-03,8.066E-03,1.113E-02,1.338E-02,1.350E-02,2.105E-02,2.980E-02,4.384E-02,9.935E-02
1.009E-06,1.969E-19,5.886E-03,7.932E-03,1.118E-02,1.328E-02,1.362E-02,2.104E-02,2.979E-02,4.403E-02,9.948E-02
1.010E-06,1.967E-19,5.992E-03,7.798E-03,1.124E-02,1.319E-02,1.374E-02,2.103E-02,2.979E-02,4.421E-02,9.960E-02
1.011E-06,1.965E-19,6.042E-03,7.813E-03,1.119E-02,1.304E-02,1.368E-02,2.026E-02,2.952E-02,4.462E-02,9.682E-02
1.012E-06,1.963E-19,6.061E-03,7.828E-03,1.114E-02,1.290E-02,1.362E-02,1.950E-02,2.926E-02,4.504E-02,9.404E-02
1.013E-06,1.961E-19,6.077E-03,7.691E-03,1.107E-02,1.291E-02,1.341E-02,1.975E-02,2.960E-02,4.487E-02,9.331E-02
1.014E-06,1.959E-19,6.091E-03,7.554E-03,1.101E-02,1.291E-02,1.320E-02,2.001E-02,2.993E-02,4.470E-02,9.258E-02
1.015E-06,1.957E-19,6.089E-03,7.786E-03,1.114E-02,1.287E-02,1.328E-02,1.993E-02,2.882E-02,4.410E-02,9.448E-02
1.016E-06,1.955E-19,6.078E-03,8.018E-03,1.126E-02,1.283E-02,1.337E-02,1.984E-02,2.771E-02,4.350E-02,9.639E-02
1.017E-06,1.953E-19,6.064E-03,7.750E-03,1.117E-02,1.271E-02,1.328E-02,1.961E-02,2.782E-02,4.412E-02,9.583E-02
1.018E-06,1.951E-19,6.048E-03,7.482E-03,1.107E-02,1.260E-02,1.319E-02,1.937E-02,2.793E-02,4.473E-02,9.528E-02
1.019E-06,1.949E-19,6.032E-03,7.726E-03,1.135E-02,1.259E-02,1.314E-02,1.936E-02,2.793E-02,4.390E-02,9.362E-02
1.020E-06,1.947E-19,6.015E-03,7.970E-03,1.162E-02,1.259E-02,1.310E-02,1.934E-02,2.793E-02,4.308E-02,9.196E-02
1.021E-06,1.946E-19,5.998E-03,7.593E-03,1.118E-02,1.259E-02,1.330E-02,1.924E-02,2.784E-02,4.265E-02,9.275E-02
1.022E-06,1.944E-19,5.980E-03,7.216E-03,1.073E-02,1.258E-02,1.350E-02,1.914E-02,2.775E-02,4.222E-02,9.354E-02
1.023E-06,1.942E-19,5.961E-03,7.270E-03,1.068E-02,1.252E-02,1.316E-02,1.891E-02,2.729E-02,4.232E-02,9.173E-02
1.024E-06,1.940E-19,5.942E-03,7.323E-03,1.063E-02,1.246E-02,1.281E-02,1.867E-02,2.683E-02,4.242E-02,8.993E-02
1.025E-06,1.938E-19,5.922E-03,7.107E-03,1.059E-02,1.250E-02,1.295E-02,1.920E-02,2.733E-02,4.294E-02,8.645E-02
1.026E-06,1.936E-19,5.903E-03,6.891E-03,1.056E-02,1.255E-02,1.308E-02,1.973E-02,2.782E-02,4.347E-02,8.298E-02
1.027E-06,1.934E-19,5.885E-03,7.128E-03,1.049E-02,1.250E-02,1.344E-02,1.965E-02,2.753E-02,4.388E-02,8.552E-02
1.028E-06,1.932E-19,5.865E-03,7.365E-03,1.043E-02,1.246E-02,1.380E-02,1.957E-02,2.725E-02,4.430E-02,8.807E-02
1.029E-06,1.930E-19,5.845E-03,7.349E-03,1.054E-02,1.233E-02,1.366E-02,1.996E-02,2.797E-02,4.388E-02,8.754E-02
1.030E-06,1.929E-19,5.826E-03,7.332E-03,1.065E-02,1.219E-02,1.353E-02,2.036E-02,2.870E-02,4.346E-02,8.701E-02
1.031E-06,1.927E-19,5.807E-03,7.177E-03,1.067E-02,1.219E-02,1.317E-02,2.020E-02,2.868E-02,4.308E-02,8.766E-02
1.032E-06,1.925E-19,5.786E-03,7.021E-03,1.068E-02,1.220E-02,1.280E-02,2.005E-02,2.866E-02,4.269E-02,8.831E-02
1.033E-06,1.923E-19,5.763E-03,7.170E-03,1.064E-02,1.210E-02,1.302E-02,1.973E-02,2.859E-02,4.243E-02,8.819E-02
1.034E-06,1.921E-19,5.745E-03,7.320E-03,1.060E-02,1.200E-02,1.324E-02,1.940E-02,2.852E-02,4.217E-02,8.808E-02
1.035E-06,1.919E-19,5.729E-03,7.312E-03,1.072E-02,1.185E-02,1.339E-02,2.007E-02,2.875E-02,4.226E-02,8.900E-02
1.036E-06,1.917E-19,5.709E-03,7.304E-03,1.083E-02,1.171E-02,1.355E-02,2.074E-02,2.898E-02,4.234E-02,8.991E-02
1.037E-06,1.916E-19,5.688E-03,7.308E-03,1.073E-02,1.174E-02,1.355E-02,2.001E-02,2.941E-02,4.295E-02,9.021E-02
1.038E-06,1.914E-19,5.671E-03,7.312E-03,1.063E-02,1.176E-02,1.356E-02,1.928E-02,2.985E-02,4.356E-02,9.051E-02
1.039E-06,1.912E-19,5.653E-03,7.280E-03,1.032E-02,1.177E-02,1.343E-02,1.966E-02,2.941E-02,4.314E-02,8.896E-02
1.040E-06,1.910E-19,5.635E-03,7.248E-03,1.001E-02,1.179E-02,1.331E-02,2.004E-02,2.897E-02,4.272E-02,8.741E-02
1.041E-06,1.908E-19,5.616E-03,6.984E-03,1.013E-02,1.176E-02,1.343E-02,1.985E-02,2.913E-02,4.306E-02,8.905E-02
1.042E-06,1.906E-19,5.598E-03,6.720E-03,1.025E-02,1.174E-02,1.354E-02,1.966E-02,2.928E-02,4.340E-02,9.070E-02
1.043E-06,1.905E-19,5.579E-03,6.790E-03,1.018E-02,1.175E-02,1.354E-02,1.980E-02,2.873E-02,4.340E-02,9.107E-02
1.044E-06,1.903E-19,5.558E-03,6.859E-03,1.010E-02,1.177E-02,1.353E-02,1.995E-02,2.819E-02,4.341E-02,9.144E-02
1.045E-06,1.901E-19,5.529E-03,6.888E-03,9.834E-03,1.183E-02,1.323E-02,2.029E-02,2.825E-02,4.302E-02,9.381E-02
1.046E-06,1.899E-19,5.505E-03,6.917E-03,9.564E-03,1.189E-02,1.292E-02,2.063E-02,2.831E-02,4.263E-02,9.618E-02
1.047E-06,1.897E-19,5.492E-03,6.905E-03,9.836E-03,1.195E-02,1.284E-02,2.019E-02,2.832E-02,4.233E-02,9.340E-02
1.048E-06,1.895E-19,5.482E-03,6.893E-03,1.011E-02,1.202E-02,1.276E-02,1.975E-02,2.832E-02,4.202E-02,9.063E-02
1.049E-06,1.894E-19,5.466E-03,6.959E-03,1.008E-02,1.206E-02,1.336E-02,1.996E-02,2.857E-02,4.249E-02,8.871E-02
1.050E-06,1.892E-19,5.444E-03,7.026E-03,1.006E-02,1.210E-02,1.396E-02,2.018E-02,2.882E-02,4.296E-02,8.679E-02
